 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3
 1.7081039142406297E9, -341.55758315324783, -1575.9040837287903, -2044.558426976204, -455.250541806221
 1.7081039142563636E9, -273.5811615586281, -1684.331263244152, -2126.1780036091805, -229.54009968042374
 1.7081039142563636E9, -359.26974934339523, -1727.893617928028, -2210.909177005291, -245.09808349609375
 1.7081039142570643E9, -376.5032083392143, -1596.4884930849075, -2089.3175496459007, -469.8511112332344
 1.7081039142570643E9, -268.55473601818085, -1628.0831679105759, -2064.903482735157, -303.50036120414734
 1.7081039142707236E9, -321.21252739429474, -1738.4251762032509, -2196.787314772606, -174.01006513834
 1.7081039142707236E9, -390.86442416906357, -1629.0405822992325, -2124.023821234703, -397.3269712924957
 1.708103914302734E9, -285.30948781967163, -1577.3402053117752, -2031.8726863265038, -373.6309651732445
 1.708103914302734E9, -264.2463712692261, -1704.9156726002693, -2157.772678434849, -158.45208132266998
 1.7081039143034668E9, -375.5457939505577, -1676.9113017320633, -2172.8519550561905, -323.84541696310043
 1.7081039143034668E9, -328.1537817120552, -1558.6706247329712, -2021.8198352456093, -430.357767701149
 1.7081039143042123E9, -254.91158097982407, -1662.0713787078857, -2096.9768647551537, -193.15835291147232
 1.7081039143042123E9, -359.74845653772354, -1712.5749877095222, -2195.590546786785, -232.65169644355774
 1.7081039143049865E9, -369.08324682712555, -1585.9569348096848, -2068.4937866926193, -443.2828619480133
 1.7081039143049865E9, -263.5283104777336, -1615.6367808580399, -2047.670023739338, -281.47983026504517
 1.7081039143156548E9, -330.54731768369675, -1743.212248146534, -2201.0956795215607, -179.27584427595139
 1.7081039143156548E9, -408.09788316488266, -1650.8217596411705, -2140.2998658418655, -411.68818712234497
 1.7081039143306782E9, -294.8836317062378, -1585.7175812125206, -2033.0694543123245, -372.19484359025955
 1.7081039143306782E9, -308.2874331474304, -1740.3400049805641, -2180.032562971115, -172.57394355535507
 1.7081039143463712E9, -404.7469328045845, -1697.7350646853447, -2182.665452539921, -320.9731737971306
 1.7081039143463712E9, -353.52526301145554, -1587.3930563926697, -2050.3029133081436, -457.16537058353424
 1.708103914347072E9, -284.8307806253433, -1690.55445677042, -2119.7154564857483, -215.89694464206696
 1.708103914347072E9, -391.3431313633919, -1747.5206128954887, -2220.9620280861855, -247.4916194677353
 1.7081039143606672E9, -400.6779216527939, -1610.6103553175926, -2093.147207200527, -466.2608072757721
 1.7081039143606672E9, -312.1170907020569, -1658.2417211532593, -2092.1897928118706, -319.2976986169815
 1.7081039143763275E9, -376.26385474205017, -1785.099127650261, -2239.152901470661, -208.9556903243065
 1.7081039143763275E9, -436.34160763025284, -1673.5603513717651, -2158.7300928235054, -430.357767701149
 1.7081039143770747E9, -349.21689826250076, -1632.1521790623665, -2073.7595658302307, -410.9701263308525
 1.7081039143770747E9, -356.3975061774254, -1781.987530887127, -2212.345298588276, -202.97185039520264
 1.708103914390714E9, -448.5486410856247, -1742.7335409522057, -2211.8665913939476, -343.47241193056107
 1.708103914390714E9, -421.5016846060753, -1649.8643452525139, -2101.5245831012726, -500.0096644759178
 1.7081039144063115E9, -356.15815258026123, -1748.7173808813095, -2174.7667838335037, -260.4167137145996
 1.7081039144063115E9, -459.0801993608475, -1809.2738409638405, -2266.917918741703, -286.9849629998207
 1.7081039144070847E9, -489.7174597978592, -1694.8628215193748, -2152.7462528944016, -513.1741123199463
 1.7081039144070847E9, -400.6779216527939, -1742.7335409522057, -2160.6449216008186, -382.247694671154
 1.7081039144206395E9, -462.6705033183098, -1860.2561571598053, -2296.8371183872223, -250.12450903654099
 1.7081039144206395E9, -536.1520576477051, -1761.6424751281738, -2226.9458680152893, -487.0845702290535
 1.7081039144363291E9, -466.02145367860794, -1743.212248146534, -2169.261651098728, -486.84521663188934
 1.7081039144363291E9, -458.8408457636833, -1876.5322017669678, -2296.358411192894, -269.51215040683746
 1.7081039144370213E9, -557.4545277953148, -1839.671747803688, -2296.11905759573, -418.62944144010544
 1.7081039144370213E9, -519.8760130405426, -1744.1696625351906, -2177.1603198051453, -564.1564285159111
 1.7081039144507513E9, -453.3357130289078, -1849.7245988845825, -2253.035410106182, -329.58990329504013
 1.7081039144507513E9, -545.7262015342712, -1891.3721247911453, -2333.697572350502, -344.908533513546
 1.7081039144663048E9, -554.3429310321808, -1759.9669999480247, -2218.807845711708, -576.1241083741188
 1.7081039144663048E9, -459.3195529580116, -1801.8538794517517, -2217.8504313230515, -424.85263496637344
 1.7081039144670596E9, -505.2754436135292, -1907.4088158011436, -2341.8355946540833, -289.85720616579056
 1.7081039144670596E9, -580.6718267202377, -1810.9493161439896, -2274.337880253792, -532.0830464959145
 1.7081039144806695E9, -480.14331591129303, -1763.317950308323, -2182.904806137085, -506.9509187936783
 1.7081039144806695E9, -475.1168903708458, -1899.7495006918907, -2312.6344558000565, -288.42108458280563
