 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3,Label
1706390111.8890855,-384.16252344846725,-326.238952934742,-221.64143097400665,-122.30968815088272,0
1706390111.8890855,-374.8277331590653,-325.5208921432495,-208.71633672714233,-153.90436297655106,0
1706390111.9011707,-288.1817309856415,-346.8233622908592,-255.62964177131653,-85.449234187603,0
1706390111.9011707,-354.7220309972763,-338.44598639011383,-239.5929507613182,-103.1614003777504,0
1706390111.9178307,-404.028872013092,-325.28153854608536,-209.4343975186348,-162.5210924744606,0
1706390111.9178307,-308.5267867445946,-335.3343896269798,-236.24200040102005,-103.6401075720787,0
1706390111.9186168,-318.8189914226532,-343.7117655277252,-250.6032162308693,-78.26862627267838,0
1706390111.9186168,-403.3108112215996,-321.21252739429474,-210.3918119072914,-144.3302190899849,0
1706390111.9309945,-332.9408536553383,-322.4092953801155,-209.67375111579895,-132.60189282894137,0
1706390111.9309945,-283.3946590423584,-339.6427543759346,-247.73097306489944,-67.7370679974556,0
1706390111.9467435,-378.89674431085587,-328.39313530921936,-223.0775525569916,-119.43744498491289,0
1706390111.9467435,-371.9554899930954,-320.73382019996643,-206.56215435266495,-155.10113096237183,0
1706390111.947312,-282.67659825086594,-338.685339987278,-246.29485148191452,-87.36406296491623,0
1706390111.947312,-343.7117655277252,-338.2066327929497,-245.3374370932579,-99.81045001745224,0
1706390111.9612613,-391.3431313633919,-313.79256588220596,-202.014436006546,-161.563678085804,0
1706390111.9612613,-299.910057246685,-332.2227928638458,-236.72070759534836,-106.99105793237686,0
1706390111.9770217,-310.4416155219078,-339.40340077877045,-252.03933781385425,-78.50797986984253,0
1706390111.9770217,-397.805678486824,-318.3402842283249,-203.2112039923668,-140.26120793819427,0
1706390111.9774797,-327.43572092056274,-315.46804106235504,-204.88667917251587,-125.89999210834505,0
1706390111.9774797,-280.04370868206024,-335.3343896269798,-245.8161442875862,-66.06159281730652,0
1706390111.9912117,-375.78514754772186,-317.6222234368324,-209.19504392147064,-114.41101944446564,0
1706390111.9912117,-361.6632853150368,-305.41518998146057,-193.39770650863647,-143.61215829849243,0
1706390112.0066648,-271.905686378479,-327.1963673233986,-228.82203888893127,-74.67832231521606,0
1706390112.0066648,-337.0098648071289,-323.84541696310043,-227.6252709031105,-89.03953814506531,0
1706390112.007316,-390.6250705718994,-312.5957978963852,-188.6106345653534,-147.68116945028305,0
1706390112.007316,-298.9526428580284,-324.5634777545929,-226.42850291728973,-101.007218003273,0
1706390112.021115,-308.2874331474304,-331.02602487802505,-241.26842594146729,-70.60931116342545,0
1706390112.021115,-394.9334353208542,-315.2286874651909,-198.18477845191956,-136.67090398073196,0
1706390112.036784,-335.81309682130814,-324.5634777545929,-212.0672870874405,-129.7296496629715,0
1706390112.036784,-286.26690220832825,-340.1214615702629,-249.64580184221268,-72.28478634357452,0
1706390112.0376625,-370.04066121578217,-319.2976986169815,-222.83819895982745,-118.7193841934204,0
1706390112.0376625,-355.6794453859329,-304.45777559280396,-197.4667176604271,-142.89409750699997,0
1706390112.0510027,-269.03344321250916,-328.39313530921936,-245.8161442875862,-82.337637424469,0
1706390112.0510027,-332.46214646101,-325.28153854608536,-237.67812198400495,-92.15113490819932,0
1706390112.0666332,-384.4018770456314,-308.7661403417587,-191.96158492565155,-152.46824139356613,0
1706390112.0666332,-293.9262173175812,-322.4092953801155,-230.49751406908035,-102.20398598909378,0
1706390112.0673296,-303.2610076069832,-335.3343896269798,-244.8587298989296,-74.91767591238022,0
1706390112.0673296,-387.5134738087654,-309.0054939389229,-205.36538636684415,-141.45797592401505,0
1706390112.0973618,-322.4092953801155,-311.3990299105644,-209.19504392147064,-124.46387052536012,0
1706390112.0973618,-264.96443206071854,-325.0421849489212,-247.01291227340695,-64.14676403999329,0
1706390112.0981753,-356.15815258026123,-308.04807955026627,-207.2802151441574,-110.10265469551086,0
1706390112.0981753,-348.4988374710083,-300.86747163534164,-194.59447449445724,-139.78250074386597,0
