 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3,Label
1706388905.0567148,-420.5442702174186,-465.3033928871155,-401.87468963861465,-196.50930327177048,1
1706388905.0567148,0.0,0.0,0.0,0.0,1
1706388905.1199293,-531.364985704422,-439.4532043933869,-349.9349590539932,-264.7250784635544,1
1706388905.1199293,-441.8467403650284,-455.01118820905685,-381.05092668533325,-236.9600611925125,1
1706388905.1213815,-422.69845259189606,-479.6646087169647,-421.74103820323944,-191.2435241341591,1
1706388905.1213815,-533.7585216760635,-465.0640392899513,-380.3328658938408,-266.40055364370346,1
1706388905.132168,-479.9039623141289,-452.85700583457947,-370.7587220072746,-274.5385759472847,1
1706388905.132168,-379.3754515051842,-456.2079561948776,-410.9701263308525,-193.63706010580063,1
1706388905.1480722,-484.691034257412,-464.34597849845886,-393.2579601407051,-232.17298924922943,1
1706388905.1480722,-526.0992065668106,-451.8995914459229,-368.6045396327973,-296.55910688638687,1
1706388905.1488216,-399.24180006980896,-458.12278497219086,-411.4488335251808,-221.4020773768425,1
1706388905.1488216,-430.1184141039848,-452.6176522374153,-397.0876176953316,-197.9454248547554,1
1706388905.149582,-532.5617536902428,-443.52221554517746,-358.07298135757446,-279.8043550848961,1
1706388905.149582,-430.8364748954773,-453.57506662607193,-387.7528274059296,-251.32127702236176,1
1706388905.161333,-408.8159439563751,-472.72335439920425,-417.6720270514488,-194.8338280916214,1
1706388905.161333,-530.8862785100937,-459.5589065551758,-374.34902596473694,-259.9380065202713,1
1706388905.175979,-498.81289649009705,-459.0801993608475,-378.4180371165275,-272.3843935728073,1
1706388905.175979,-392.53989934921265,-470.3298184275627,-422.4590989947319,-198.902839243412,1
1706388905.1917346,-488.99939900636673,-467.2182216644287,-390.6250705718994,-232.17298924922943,1
1706388905.1917346,-525.6204993724823,-459.79826015233994,-364.29617488384247,-286.9849629998207,1
1706388905.1924322,-401.6353360414505,-461.9524425268173,-400.1992144584656,-212.5459942817688,1
1706388905.1924322,-440.6499723792076,-467.9362824559212,-407.3798223733902,-204.64732557535172,1
1706388905.2064395,-540.4604223966599,-453.57506662607193,-363.81746768951416,-290.8146205544472,1
1706388905.2064395,-432.5119500756264,-456.9260169863701,-386.31670582294464,-245.5767906904221,1
1706388905.2217872,-399.72050726413727,-469.3724040389061,-409.77335834503174,-186.456452190876,1
1706388905.2217872,-523.4663169980049,-456.9260169863701,-369.3226004242897,-253.4754593968391,1
1706388905.2225316,-479.1859015226364,-452.138945043087,-376.024501144886,-277.1714655160904,1
1706388905.2225316,-373.3916115760803,-454.2931274175644,-404.2682256102562,-185.02033060789108,1
1706388905.2361166,-461.473735332489,-448.0699338912964,-376.98191553354263,-217.57241982221603,1
1706388905.2361166,-508.8657475709915,-448.5486410856247,-354.00397020578384,-282.1978910565376,1
1706388905.2518668,-390.8644241690636,-453.0963594317436,-397.5663248896599,-217.57241982221603,1
1706388905.2518668,-422.21974539756775,-455.7292490005493,-393.49731373786926,-199.62090003490448,1
1706388905.2525651,-527.0566209554672,-440.6499723792076,-352.8072022199631,-280.2830622792244,1
1706388905.2525651,-416.9539662599563,-448.0699338912964,-379.6148051023483,-240.78971874713895,1
1706388905.2660663,-389.6676561832428,-462.4311497211456,-406.9011151790619,-187.6532201766968,1
1706388905.2660663,-505.99350440502167,-444.4796299338341,-363.0994068980217,-259.69865292310715,1
1706388905.2817698,-461.7130889296532,-436.82031482458115,-362.1419925093651,-270.70891839265823,1
1706388905.2817698,-365.4929428696632,-450.2241162657738,-404.028872013092,-183.8235626220703,1
1706388905.282462,-465.5427464842796,-453.57506662607193,-384.6412306427955,-229.54009968042376,1
1706388905.282462,-507.9083331823349,-445.4370443224907,-356.63685977458954,-288.1817309856415,1
1706388905.2961533,-385.1199378371238,-463.38856410980225,-408.09788316488266,-224.0349669456482,1
1706388905.2961533,-407.8585295677185,-445.915751516819,-384.4018770456314,-193.39770650863647,1
1706388905.3119311,-511.73799073696136,-440.41061878204346,-347.30206948518753,-276.45340472459793,1
1706388905.3119311,-407.6191759705543,-438.4957900047302,-379.3754515051842,-242.7045475244522,1
1706388905.3126194,-376.98191553354263,-446.8731659054756,-400.6779216527939,-183.10550183057785,1
1706388905.3126194,-492.58970296382904,-433.70871806144714,-360.9452245235443,-252.51804500818253,1
1706388905.3260236,-459.79826015233994,-439.9319115877151,-355.9187989830971,-263.0496032834053,1
1706388905.3260236,-374.1096723675728,-463.38856410980225,-405.46499359607697,-186.456452190876,1
1706388905.3417845,-468.8936968445778,-450.94217705726624,-375.0670867562294,-215.1788838505745,1
1706388905.3417845,-494.7438853383064,-432.9906572699547,-346.3446550965309,-269.99085760116577,1
1706388905.3424957,-384.4018770456314,-453.8144202232361,-392.53989934921265,-208.47698312997815,1
1706388905.3424957,-422.4590989947319,-451.42088425159454,-390.6250705718994,-191.7222313284874,1
1706388905.3563068,-509.10510116815567,-428.2035853266716,-339.1640471816063,-261.13477450609207,1
1706388905.3563068,-410.2520655393601,-435.3841932415962,-372.1948435902595,-226.6678565144539,1
1706388905.3717868,-374.5883795619011,-443.2828619480133,-402.35339683294296,-177.83972269296646,1
1706388905.3717868,-493.7864709496498,-441.6073867678642,-364.29617488384247,-254.43287378549576,1
1706388905.3724985,-448.7879946827889,-427.48552453517914,-347.0627158880234,-255.15093457698825,1
1706388905.3724985,-349.4562518596649,-444.71898353099823,-397.5663248896599,-182.3874410390854,1
1706388905.3860245,-455.7292490005493,-447.11251950263977,-382.9657554626465,-225.47108852863312,1
1706388905.3860245,-491.6322885751724,-428.44293892383575,-352.32849502563477,-281.47983026504517,1
1706388905.4025376,-358.3123349547386,-432.03324288129807,-384.8805842399597,-199.86025363206863,1
1706388905.4025376,-402.83210402727127,-439.2138507962227,-384.16252344846725,-187.41386657953265,1
1706388905.4172497,-503.360614836216,-427.7248781323433,-342.7543511390686,-271.18762558698654,1
1706388905.4172497,-396.8482640981674,-427.96423172950745,-368.8438932299614,-231.45492845773697,1
1706388905.4175875,-366.92906445264816,-439.9319115877151,-403.0714576244354,-180.9513194561005,1
1706388905.4175875,-482.05814468860626,-430.8364748954773,-355.2007381916046,-253.236105799675,1
1706388905.4317665,-438.97449719905853,-421.26233100891113,-346.3446550965309,-256.347702562809,1
1706388905.4317665,-346.58400869369507,-435.6235468387604,-396.3695569038391,-181.90873384475708,1
1706388905.4324448,-452.138945043087,-441.1286795735359,-380.09351229667664,-227.38591730594635,1
1706388905.4324448,-485.4090950489044,-427.96423172950745,-349.4562518596649,-282.4372446537018,1
1706388905.4462276,-376.26385474205017,-444.9583371281624,-396.3695569038391,-214.22146946191788,1
1706388905.4462276,-411.20947992801666,-448.5486410856247,-401.87468963861465,-204.88667917251587,1
1706388905.461816,-512.9347587227821,-446.63381230831146,-359.5091029405594,-289.85720616579056,1
1706388905.461816,-418.8687950372696,-448.30928748846054,-376.7425619363785,-246.29485148191452,1
1706388905.4625137,-396.8482640981674,-467.45757526159286,-416.9539662599563,-197.22736406326297,1
1706388905.4625137,-535.9127040505409,-480.3826695084572,-407.8585295677185,-295.60169249773026,1
1706388905.4761236,-449.9847626686096,-439.9319115877151,-363.0994068980217,-273.5811615586281,1
1706388905.4761236,-344.4298263192177,-438.25643640756607,-395.17278891801834,-185.73839139938352,1
1706388905.4915652,-422.69845259189606,-422.21974539756775,-357.8336277604103,-216.1362982392311,1
1706388905.4915652,-452.138945043087,-410.2520655393601,-328.1537817120552,-278.36823350191116,1
1706388905.5070748,-320.9731737971306,-406.1830543875694,-370.04066121578217,-205.84409356117249,1
1706388905.5070748,-361.18457812070847,-417.6720270514488,-375.3064403533935,-200.5783144235611,1
1706388905.5075555,-457.16537058353424,-402.83210402727127,-326.95701372623444,-285.0701342225075,1
1706388905.5075555,-324.5634777545929,-378.6573907136917,-331.7440856695175,-225.94979572296145,1
1706388905.521756,-291.2933277487755,-389.90700978040695,-362.3813461065293,-174.9674795269966,1
1706388905.521756,-407.3798223733902,-379.13609790802,-317.3828698396683,-244.3800227046013,1
1706388905.5224953,-364.0568212866783,-366.45035725831985,-311.6383835077286,-256.10834896564484,1
1706388905.5224953,-262.81024968624115,-379.6148051023483,-349.9349590539932,-170.65911477804184,1
1706388905.5361626,-369.56195402145386,-385.1199378371238,-335.3343896269798,-216.1362982392311,1
1706388905.5361626,-405.46499359607697,-378.4180371165275,-311.87773710489273,-275.017283141613,1
1706388905.5517955,-287.9423773884773,-390.8644241690636,-355.2007381916046,-208.47698312997815,1
1706388905.5517955,-326.95701372623444,-393.9760209321976,-358.07298135757446,-193.39770650863647,1
1706388905.552487,-433.469364464283,-384.6412306427955,-315.7073946595192,-276.2140511274338,1
1706388905.552487,-340.83952236175537,-397.805678486824,-353.0465558171272,-246.53420507907867,1
1706388905.566077,-318.3402842283249,-416.47525906562805,-384.8805842399597,-197.4667176604271,1
1706388905.566077,-429.6397069096565,-397.805678486824,-338.44598639011383,-261.13477450609207,1
1706388905.5819173,-383.9231698513031,-383.4444626569748,-327.91442811489105,-265.682492852211,1
1706388905.5819173,-284.352073431015,-399.4811536669731,-367.6471252441406,-182.3874410390854,1
1706388905.5824864,-386.79541301727295,-397.0876176953316,-350.6530198454857,-220.20530939102173,1
1706388905.5824864,-439.692557990551,-405.2256399989128,-330.54731768369675,-284.11271983385086,1
1706388905.5962873,-330.3079640865326,-413.6030158996582,-369.801307618618,-216.3756518363953,1
1706388905.5962873,-365.97165006399155,-413.3636623024941,-376.26385474205017,-203.6899111866951,1
1706388905.611797,-464.585332095623,-407.3798223733902,-330.3079640865326,-274.5385759472847,1
1706388905.611797,-372.1948435902595,-417.6720270514488,-359.5091029405594,-248.4490338563919,1
1706388905.6124933,-338.44598639011383,-425.33134216070175,-393.01860654354095,-193.8764137029648,1
1706388905.6124933,-457.64407777786255,-424.6132813692093,-356.3975061774254,-265.92184644937515,1
1706388905.6262057,-425.33134216070175,-425.33134216070175,-350.1743126511574,-279.0862942934036,1
1706388905.6262057,-329.8292568922043,-433.2300108671189,-392.06119215488434,-199.14219284057617,1
1706388905.6417353,-427.246170938015,-435.6235468387604,-376.98191553354263,-243.18325471878052,1
1706388905.6417353,-462.6705033183098,-426.2887565493584,-352.8072022199631,-301.82488602399826,1
1706388905.642468,-335.81309682130814,-426.5281101465225,-379.3754515051842,-215.6575910449028,1
1706388905.642468,-364.7748820781708,-421.74103820323944,-377.2212691307068,-197.9454248547554,1
1706388905.6560605,-467.9362824559212,-409.5340047478676,-341.55758315324783,-278.128879904747,1
1706388905.6560605,-377.46062272787094,-421.74103820323944,-364.5355284810066,-247.73097306489944,1
1706388905.6717896,-345.3872407078743,-435.3841932415962,-395.65149611234665,-194.59447449445724,1
1706388905.6717896,-463.38856410980225,-425.0919885635376,-356.3975061774254,-265.2037856578827,1
1706388905.67246,-429.1609997153282,-425.0919885635376,-359.9878101348877,-282.67659825086594,1
1706388905.67246,-332.9408536553383,-432.9906572699547,-394.2153745293617,-195.3125352859497,1
1706388905.686098,-430.59712129831314,-432.7513036727905,-370.04066121578217,-228.1039780974388,1
1706388905.686098,-470.808525621891,-430.59712129831314,-352.5678486227989,-300.86747163534164,1
1706388905.702159,-350.6530198454857,-434.66613245010376,-387.9921810030937,-226.90721011161804,1
1706388905.702159,-391.582484960556,-442.08609396219254,-390.6250705718994,-211.34922629594803,1
1706388905.7168076,-485.4090950489044,-424.6132813692093,-343.47241193056107,-286.9849629998207,1
1706388905.7168076,-384.8805842399597,-433.469364464283,-367.8864788413048,-250.6032162308693,1
1706388905.7174385,-363.57811409235,-446.8731659054756,-406.4224079847336,-200.81766802072525,1
1706388905.7174385,-473.4414151906967,-431.3151820898056,-359.9878101348877,-267.8366752266884,1
1706388905.7317672,-424.134574174881,-416.7146126627922,-345.14788711071014,-270.4695647954941,1
1706388905.7317672,-337.0098648071289,-434.66613245010376,-388.470888197422,-195.55188888311383,1
1706388905.7324665,-441.8467403650284,-438.0170828104019,-375.78514754772186,-242.94390112161636,1
1706388905.7324665,-462.1917961239815,-418.3900878429413,-341.796936750412,-287.9423773884773,1
1706388905.762692,-340.6001687645912,-417.911380648613,-368.8438932299614,-211.8279334902763,1
1706388905.762692,-378.4180371165275,-425.81004935503006,-381.2902802824974,-209.19504392147064,1
1706388905.7631865,-479.9039623141289,-419.10814863443375,-347.78077667951584,-291.2933277487755,1
1706388905.7631865,-388.2315346002579,-423.6558669805527,-366.92906445264816,-249.16709464788437,1
1706388905.7640004,-345.62659430503845,-425.5706957578659,-393.49731373786926,-195.3125352859497,1
1706388905.7640004,-450.4634698629379,-417.43267345428467,-350.1743126511574,-253.4754593968391,1
1706388905.7761393,-434.4267788529396,-421.26233100891113,-349.21689826250076,-276.6927583217621,1
1706388905.7761393,-344.908533513546,-437.5383756160736,-392.7792529463768,-200.0996072292328,1
1706388905.7919686,-436.3416076302528,-437.29902201890945,-382.9657554626465,-236.4813539981842,1
1706388905.7919686,-470.56917202472687,-428.44293892383575,-349.69560545682907,-292.2507421374321,1
1706388905.7924523,-357.59427416324615,-432.9906572699547,-387.9921810030937,-226.6678565144539,1
1706388905.7924523,-400.9172752499581,-450.2241162657738,-399.4811536669731,-217.57241982221603,1
1706388905.8224092,-503.1212612390518,-442.08609396219254,-354.96138459444046,-286.26690220832825,1
1706388905.8224092,-410.9701263308525,-445.6763979196549,-378.1786835193634,-257.7838241457939,1
1706388905.8231726,-374.5883795619011,-452.3782986402512,-410.9701263308525,-207.04086154699328,1
1706388905.8231726,-482.53685188293457,-438.4957900047302,-369.0832468271255,-266.1612000465393,1
1706388905.8239255,-444.4796299338341,-430.357767701149,-352.5678486227989,-277.88952630758286,1
1706388905.8239255,-353.2859094142914,-438.97449719905853,-397.805678486824,-201.0570216178894,1
1706388905.836324,-444.2402763366699,-442.08609396219254,-388.7102417945862,-238.6355363726616,1
1706388905.836324,-488.28133821487427,-440.88932597637177,-359.26974934339523,-293.686863720417,1
1706388905.8520553,-367.40777164697647,-437.0596684217453,-379.3754515051842,-223.55625975131989,1
1706388905.8520553,-391.8218385577202,-435.8629004359246,-382.4870482683182,-203.92926478385925,1
1706388905.852548,-486.6058630347252,-422.4590989947319,-346.3446550965309,-276.93211191892624,1
1706388905.852548,-390.8644241690636,-420.7836238145828,-360.70587092638016,-243.18325471878052,1
1706388905.8661976,-362.1419925093651,-437.5383756160736,-391.1037777662277,-190.28610974550247,1
1706388905.8661976,-458.362138569355,-419.10814863443375,-343.47241193056107,-244.8587298989296,1
1706388905.8817048,-436.580961227417,-417.43267345428467,-343.2330583333969,-264.7250784635544,1
1706388905.8817048,-344.66917991638184,-430.8364748954773,-381.05092668533325,-190.28610974550247,1
1706388905.8824162,-440.6499723792076,-433.9480716586113,-370.5193684101105,-225.47108852863312,1
1706388905.8824162,-484.691034257412,-432.7513036727905,-350.41366624832153,-290.8146205544472,1
1706388905.8965013,-386.0773522257805,-454.2931274175644,-406.1830543875694,-239.35359716415405,1
1706388905.8965013,-397.0876176953316,-444.2402763366699,-398.5237392783165,-217.33306622505188,1
1706388905.9119952,-510.3018691539765,-449.027348279953,-365.4929428696632,-295.3623389005661,1
1706388905.9119952,-421.5016846060753,-447.11251950263977,-378.4180371165275,-255.86899536848068,1
1706388905.912512,-388.7102417945862,-459.79826015233994,-410.0127119421959,-205.12603276968,1
1706388905.912512,-493.06841015815735,-448.5486410856247,-373.3916115760803,-264.7250784635544,1
1706388905.92621,-480.8613767027855,-463.38856410980225,-376.26385474205017,-289.85720616579056,1
1706388905.92621,-372.1948435902595,-457.16537058353424,-410.4914191365242,-207.99827593564987,1
1706388905.9421127,-468.6543432474136,-470.808525621891,-400.9172752499581,-249.40644824504852,1
1706388905.9421127,-500.4883716702461,-451.8995914459229,-369.0832468271255,-298.4739356637001,1
1706388905.9570684,-394.9334353208542,-467.696928858757,-404.5075792074203,-237.67812198400495,1
1706388905.9570684,-420.5442702174186,-466.02145367860794,-416.47525906562805,-227.1465637087822,1
1706388905.9574783,-520.1153666377068,-463.6279177069664,-377.46062272787094,-305.8938971757889,1
1706388905.9574783,-445.19769072532654,-473.68076878786087,-398.0450320839882,-271.4269791841507,1
