timestamps,TP9,AF7,AF8,TP10,Right AUX
1533045069.884,14.648,52.246,29.785,14.160,-12.207
1533045069.887,10.742,28.320,35.156,14.160,-29.785
1533045069.891,7.812,37.109,34.180,13.672,39.062
1533045069.895,5.371,-23.926,11.719,14.648,25.879
1533045069.899,18.066,-46.875,15.625,15.137,-9.277
1533045069.903,21.484,38.574,39.062,14.160,23.438
1533045069.907,15.625,27.344,30.273,15.137,-10.254
1533045069.911,9.277,7.812,20.508,17.578,-6.836
1533045069.915,7.324,-14.160,23.926,13.672,14.160
1533045069.919,19.043,-20.508,20.020,9.766,48.340
1533045069.923,23.438,54.688,24.902,19.531,71.777
1533045069.926,20.996,41.504,23.926,20.508,23.438
1533045069.930,13.184,20.020,26.855,13.672,-24.414
1533045069.934,10.254,-18.066,27.344,11.719,2.930
1533045069.938,16.113,-65.430,11.230,7.324,47.363
1533045069.942,22.461,25.391,23.926,12.207,62.012
1533045069.946,21.973,32.715,27.832,23.926,47.852
1533045069.950,18.066,7.324,25.391,20.020,-14.160
1533045069.954,11.230,29.785,29.297,20.020,9.277
1533045069.958,13.672,-56.152,11.230,12.695,66.895
1533045069.962,25.879,-3.418,18.555,12.207,54.199
1533045069.966,19.531,72.266,34.668,20.020,16.602
1533045069.969,20.508,51.270,32.715,24.414,-13.184
1533045069.973,24.414,31.738,24.414,24.414,0.977
1533045069.977,18.066,-7.812,29.297,16.602,33.691
1533045069.981,28.320,28.320,28.320,27.832,4.883
1533045069.985,32.715,71.777,25.879,39.551,36.133
1533045069.989,25.391,39.062,26.855,32.715,49.316
1533045069.993,20.996,-10.742,11.230,26.855,12.207
1533045069.997,29.785,-69.824,5.859,31.738,40.527
1533045070.001,30.762,-21.973,29.297,30.762,26.367
1533045070.005,25.391,101.562,40.039,33.203,72.754
1533045070.009,22.949,67.871,22.461,28.809,90.820
1533045070.012,13.184,9.277,16.602,23.438,-0.977
1533045070.016,15.625,-30.762,21.484,20.996,-41.016
1533045070.020,40.527,-12.207,23.926,19.043,-30.762
1533045070.024,43.945,50.781,22.461,30.762,36.133
1533045070.028,28.320,43.457,19.531,27.344,27.344
1533045070.032,24.902,10.254,20.020,16.602,-39.062
1533045070.036,22.461,-31.250,11.230,11.719,-17.578
1533045070.040,32.715,-30.762,3.906,21.973,-0.977
1533045070.044,32.227,29.297,22.949,30.762,30.273
1533045070.048,20.020,49.316,26.855,22.949,69.824
1533045070.051,19.043,47.363,18.555,20.996,32.227
1533045070.055,14.160,-23.438,10.254,15.137,49.805
1533045070.059,18.066,-57.129,8.301,10.254,72.754
1533045070.063,22.949,54.199,29.785,16.113,36.621
1533045070.067,21.484,78.613,26.855,23.926,52.246
1533045070.071,21.484,39.551,20.996,23.438,61.035
1533045070.075,15.625,-25.391,16.602,19.531,47.852
1533045070.079,20.020,-20.996,19.531,25.391,72.266
1533045070.083,32.227,59.570,27.832,35.645,66.406
1533045070.087,37.109,18.555,26.367,36.621,-17.578
1533045070.091,32.227,14.160,33.203,30.762,-42.969
1533045070.094,24.902,16.602,23.438,26.367,17.090
1533045070.098,28.320,-57.129,14.648,13.184,40.039
1533045070.102,29.297,40.527,33.203,14.648,60.059
1533045070.106,26.855,111.328,37.598,31.250,86.426
1533045070.110,32.227,58.105,26.855,34.668,86.426
1533045070.114,27.832,-10.742,21.484,33.203,13.672
1533045070.118,25.391,-20.020,24.414,22.461,-7.812
1533045070.122,35.156,55.176,28.320,21.484,12.695
1533045070.126,33.691,75.195,34.668,25.879,19.043
1533045070.130,23.438,48.828,25.391,18.066,19.531
1533045070.133,13.672,-27.344,9.277,12.695,-15.137
1533045070.137,15.137,-47.852,17.578,6.348,-9.766
1533045070.141,26.367,43.457,27.832,7.812,-1.953
1533045070.145,27.832,80.078,32.227,19.531,16.602
1533045070.149,29.297,58.105,34.180,26.855,25.879
1533045070.153,26.367,23.926,19.043,20.020,41.016
1533045070.157,31.738,-22.949,13.672,15.625,68.359
1533045070.161,43.457,36.133,23.926,22.461,87.402
1533045070.165,46.387,82.031,28.809,26.855,97.168
1533045070.169,41.016,36.133,16.113,19.531,24.902
1533045070.173,28.809,17.578,16.113,18.066,-1.465
1533045070.176,32.715,-47.852,11.230,19.531,49.805
1533045070.180,40.039,-42.480,5.859,20.508,56.152
1533045070.184,35.645,56.152,24.902,29.297,19.531
1533045070.188,23.926,66.895,25.391,24.414,-13.672
1533045070.192,21.973,41.016,20.996,22.461,4.883
1533045070.196,19.531,-48.340,10.742,19.043,40.527
1533045070.200,28.809,-62.012,5.371,21.973,48.340
1533045070.204,41.016,40.527,32.227,32.227,29.297
1533045070.208,34.180,12.695,31.738,34.180,8.301
1533045070.212,25.879,-35.645,12.207,30.273,24.414
1533045070.216,24.414,-113.281,7.324,18.555,-5.371
1533045070.219,35.156,-85.449,9.277,14.648,30.273
1533045070.223,37.598,-9.277,14.160,20.020,86.426
1533045070.227,32.715,-79.590,10.254,22.949,5.859
1533045070.231,33.691,-96.191,23.926,27.344,20.996
1533045070.235,25.391,-122.070,18.555,22.949,81.055
1533045070.239,19.043,-156.738,-7.324,9.766,60.547
1533045070.243,34.180,-39.551,16.113,17.090,52.246
1533045070.247,31.738,-29.785,23.438,20.020,49.805
1533045070.251,18.066,-60.059,6.348,21.484,42.480
1533045070.255,13.672,-81.543,7.324,25.391,28.809
1533045070.258,22.461,-74.707,16.113,18.066,43.457
1533045070.262,28.809,22.949,27.344,17.578,90.820
1533045070.266,28.320,13.184,30.762,27.344,11.719
1533045070.270,26.855,-0.488,27.344,31.738,-23.926
1533045070.274,23.926,-48.828,43.457,25.391,62.500
1533045070.278,26.367,-73.730,38.086,23.926,10.742
1533045070.282,26.855,36.621,17.578,21.973,-7.812
1533045070.286,27.344,68.848,24.414,22.949,39.062
1533045070.290,35.156,42.969,38.086,42.969,42.480
1533045070.294,21.484,20.020,34.180,36.133,35.645
1533045070.298,6.836,-66.406,16.113,2.930,-6.348
1533045070.301,16.602,7.324,27.832,5.859,76.660
1533045070.305,24.414,109.375,38.574,16.602,125.000
1533045070.309,27.344,99.609,41.992,22.949,71.289
1533045070.313,13.184,62.988,28.320,16.113,16.602
1533045070.317,3.906,21.973,13.184,7.324,-0.488
1533045070.321,13.184,66.895,22.949,6.348,23.926
1533045070.325,22.949,129.883,29.297,12.695,46.875
1533045070.329,13.672,145.996,26.855,10.742,-24.414
1533045070.333,3.906,138.672,25.879,1.465,-76.660
1533045070.337,2.930,34.180,19.043,2.441,-74.219
1533045070.341,9.766,48.828,19.531,2.441,-109.375
1533045070.344,15.137,198.730,45.410,9.277,-70.801
1533045070.348,16.113,188.965,39.062,12.695,-34.668
1533045070.352,22.949,131.836,14.160,15.625,-74.219
1533045070.356,13.672,94.238,15.137,8.301,7.812
1533045070.360,10.742,109.375,14.160,4.883,46.875
1533045070.364,21.973,172.852,14.648,16.602,22.461
1533045070.368,25.391,166.016,19.043,23.926,34.668
1533045070.372,20.020,168.457,22.461,17.578,37.109
1533045070.376,14.648,141.602,14.648,6.836,59.570
1533045070.380,20.508,150.391,18.555,6.348,65.918
1533045070.383,31.738,250.488,26.367,11.230,84.961
1533045070.387,23.438,240.234,18.555,16.113,61.523
1533045070.391,18.066,229.004,24.902,19.531,10.254
1533045070.395,24.414,157.715,17.578,16.602,21.973
1533045070.399,21.973,161.621,9.766,11.719,58.594
1533045070.403,24.902,270.020,20.996,15.137,60.547
1533045070.407,31.250,273.438,30.273,25.879,70.312
1533045070.411,25.391,237.305,25.879,31.250,28.809
1533045070.415,16.602,155.762,12.207,30.762,6.836
1533045070.419,21.973,88.867,11.230,21.973,78.613
1533045070.423,30.762,192.871,20.508,16.602,83.984
1533045070.426,23.438,293.457,29.785,21.484,39.551
1533045070.430,23.926,253.906,30.762,26.367,14.648
1533045070.434,23.438,185.059,19.043,22.461,44.922
1533045070.438,22.949,130.859,18.066,20.508,51.270
1533045070.442,34.180,184.082,29.297,28.320,11.230
1533045070.446,37.598,201.660,30.762,28.809,40.039
1533045070.450,28.809,161.133,27.832,24.902,37.598
1533045070.454,25.391,119.629,31.738,22.949,-11.230
1533045070.458,29.297,94.238,25.879,25.879,37.598
1533045070.462,30.762,108.398,20.996,29.297,23.438
1533045070.466,32.715,138.184,21.973,27.344,12.207
1533045070.469,20.996,154.785,28.320,16.113,77.637
1533045070.473,19.043,83.496,23.438,16.602,37.109
1533045070.477,18.555,38.086,19.531,19.531,19.531
1533045070.481,15.625,109.863,29.297,18.555,24.414
1533045070.485,21.973,140.137,32.227,19.531,-2.441
1533045070.489,28.320,125.488,32.715,23.926,-0.977
1533045070.493,26.855,105.957,32.715,23.438,2.441
1533045070.497,20.508,50.781,25.391,11.230,43.457
1533045070.501,26.367,89.355,29.297,13.184,71.777
1533045070.505,29.297,128.418,32.227,16.602,39.062
1533045070.508,28.320,77.148,17.578,13.672,9.766
1533045070.512,23.438,62.012,15.137,9.766,24.414
1533045070.516,16.113,-4.395,8.301,6.836,9.766
1533045070.520,20.508,26.855,13.184,8.301,7.324
1533045070.524,25.879,117.676,30.762,14.160,11.719
1533045070.528,21.973,57.129,23.926,14.160,-38.086
1533045070.532,20.996,55.176,21.484,16.602,-15.137
1533045070.536,19.531,1.953,17.578,18.555,-6.836
1533045070.540,18.555,-74.219,14.160,6.348,1.953
1533045070.544,30.273,70.801,37.109,14.160,4.883
1533045070.548,28.809,116.211,41.992,29.297,-73.242
1533045070.551,20.020,77.148,28.809,24.414,-53.223
1533045070.555,15.625,-4.883,22.949,15.625,-3.906
1533045070.559,19.043,-25.879,20.020,15.137,68.359
1533045070.563,24.902,93.750,34.180,15.137,28.809
1533045070.567,23.438,121.094,44.434,14.160,-5.859
1533045070.571,16.113,105.469,42.969,13.672,28.320
1533045070.575,16.602,35.645,37.109,19.043,17.578
1533045070.579,12.695,10.742,36.621,16.113,10.254
1533045070.583,18.555,99.121,36.133,11.230,16.602
1533045070.587,24.414,96.191,33.203,16.113,19.043
1533045070.590,13.184,89.355,36.621,12.695,92.773
1533045070.594,13.672,63.477,32.715,10.742,92.285
1533045070.598,18.066,4.395,20.020,10.742,-0.488
1533045070.602,21.973,38.574,25.391,7.812,-20.508
1533045070.606,21.484,50.781,36.621,10.742,54.688
1533045070.610,17.578,-5.371,35.645,14.160,49.805
1533045070.614,10.742,-98.145,36.621,13.184,21.973
1533045070.618,9.766,-177.734,31.738,5.371,19.043
1533045070.622,22.461,-105.957,33.691,5.371,28.320
1533045070.626,18.066,-36.133,47.852,15.625,44.434
1533045070.630,7.812,-40.039,33.203,10.254,35.156
1533045070.633,8.789,-45.410,20.508,6.348,10.254
1533045070.637,0.488,-122.559,19.043,0.977,-36.621
1533045070.641,15.625,-85.449,23.926,8.301,-16.602
1533045070.645,33.691,30.762,35.156,28.809,35.645
1533045070.649,17.090,10.254,31.738,21.973,16.602
1533045070.653,-4.883,12.695,31.250,6.836,19.043
1533045070.657,-5.371,-64.941,24.902,-9.277,12.695
1533045070.661,12.207,-68.848,20.996,-4.883,-22.949
1533045070.665,14.160,75.195,43.945,13.184,-3.418
1533045070.669,12.207,76.660,41.016,17.090,82.031
1533045070.673,15.625,28.809,20.996,24.902,48.340
1533045070.676,10.254,-17.090,20.020,11.719,33.203
1533045070.680,18.066,-2.441,24.902,11.230,34.180
1533045070.684,33.203,43.457,25.879,25.879,17.090
1533045070.688,26.855,34.180,30.273,25.879,33.691
1533045070.692,22.949,10.742,23.438,25.391,-16.602
1533045070.696,31.250,-77.148,14.160,24.902,-4.883
1533045070.700,32.227,-77.148,16.113,16.602,36.133
1533045070.704,31.738,67.383,29.785,20.996,39.062
1533045070.708,30.273,85.449,29.297,28.320,47.363
1533045070.712,24.414,58.105,26.855,23.926,71.777
1533045070.715,17.578,0.488,19.043,16.602,104.004
1533045070.719,22.949,-16.602,18.066,15.625,20.996
1533045070.723,30.273,55.176,31.250,20.020,-1.953
1533045070.727,28.320,63.477,33.691,20.508,48.340
1533045070.731,21.973,42.969,33.691,17.090,0.000
1533045070.735,19.531,4.883,26.855,14.160,28.320
1533045070.739,20.996,-1.465,18.066,17.578,76.660
1533045070.743,35.156,39.551,28.809,23.438,48.340
1533045070.747,29.785,55.176,26.855,24.414,80.078
1533045070.751,17.578,87.891,21.973,24.414,103.516
1533045070.755,25.391,46.875,18.555,22.461,76.172
1533045070.758,22.949,-62.500,6.348,14.160,26.855
1533045070.762,29.785,34.668,25.879,19.531,26.367
1533045070.766,31.250,118.652,35.156,27.344,18.066
1533045070.770,20.508,90.820,23.438,20.020,30.762
1533045070.774,25.391,51.758,23.926,28.809,73.242
1533045070.778,22.949,-10.742,18.555,24.902,-7.324
1533045070.782,25.879,49.316,25.879,16.602,6.348
1533045070.786,36.133,78.125,26.855,24.414,59.570
1533045070.790,35.156,30.273,18.555,21.973,25.879
1533045070.794,24.414,16.602,20.508,11.719,13.672
1533045070.798,18.555,-37.598,5.859,9.277,65.430
1533045070.801,24.414,6.836,11.719,9.766,92.285
1533045070.805,33.203,104.004,31.250,19.043,21.484
1533045070.809,33.691,72.266,28.320,24.414,6.836
1533045070.813,20.996,28.809,14.648,15.625,27.344
1533045070.817,19.531,-1.953,5.859,15.137,20.508
1533045070.821,24.414,24.414,15.137,15.625,12.695
1533045070.825,30.762,79.590,28.320,20.508,71.289
1533045070.829,27.344,68.848,25.391,18.555,87.402
1533045070.833,18.555,44.922,21.484,19.043,76.172
1533045070.837,17.090,-77.637,13.672,12.207,17.090
1533045070.840,18.066,-64.941,13.672,3.906,-46.875
1533045070.844,15.137,90.332,28.809,10.742,10.742
1533045070.848,14.648,73.242,33.203,15.137,23.438
1533045070.852,8.789,41.016,27.832,15.625,5.859
1533045070.856,6.836,-18.066,16.113,14.648,-32.715
1533045070.860,14.648,-11.230,16.113,9.277,-63.477
1533045070.864,23.438,82.520,26.367,13.672,25.391
1533045070.868,19.043,63.477,30.762,20.020,67.383
1533045070.872,14.160,17.090,27.344,18.555,18.555
1533045070.876,13.184,2.930,19.531,19.043,7.812
1533045070.880,15.137,-0.488,21.484,14.160,-3.418
1533045070.883,20.020,35.645,30.273,14.648,12.695
1533045070.887,13.672,43.457,26.855,13.672,49.805
1533045070.891,16.602,63.477,31.738,14.160,35.156
1533045070.895,19.043,0.488,20.996,15.137,-49.805
1533045070.899,15.137,-71.777,11.230,6.836,-79.102
1533045070.903,21.484,69.336,33.203,14.160,-6.836
1533045070.907,29.785,129.883,41.992,25.391,44.922
1533045070.911,29.297,85.938,32.227,25.879,4.883
1533045070.915,18.066,46.387,22.461,18.555,35.156
1533045070.919,15.625,17.578,26.367,9.766,67.383
1533045070.923,29.297,58.594,40.039,20.996,25.391
1533045070.926,35.645,64.941,36.621,32.227,24.902
1533045070.930,28.320,39.062,37.598,26.367,1.465
1533045070.934,20.508,16.602,27.344,14.160,-10.742
1533045070.938,18.066,-47.852,19.043,8.789,-45.898
1533045070.942,21.973,38.086,41.016,15.137,-30.273
1533045070.946,16.602,138.184,43.945,14.160,43.457
1533045070.950,8.789,97.168,34.668,14.160,41.504
1533045070.954,2.441,59.570,36.133,16.602,4.395
1533045070.958,-1.953,28.320,25.391,2.930,59.082
1533045070.962,2.441,56.152,20.508,-4.395,98.145
1533045070.965,-0.488,78.125,28.320,0.000,25.391
1533045070.969,-1.953,73.242,31.738,1.465,5.859
1533045070.973,6.348,47.852,24.902,1.465,9.277
1533045070.977,-1.953,-8.301,11.230,-5.371,19.531
1533045070.981,-3.418,4.395,12.695,-15.137,58.594
1533045070.985,9.277,67.383,24.414,-3.906,51.758
1533045070.989,4.883,89.355,26.855,-1.465,17.090
1533045070.993,0.000,85.938,24.414,-2.441,11.719
1533045070.997,3.906,-17.578,9.277,-6.348,8.301
1533045071.001,14.648,-24.902,10.254,-6.836,-10.254
1533045071.005,34.180,104.980,31.738,26.367,25.879
1533045071.008,36.133,107.910,28.809,26.855,76.660
1533045071.012,4.883,70.801,20.996,-4.395,79.590
1533045071.016,-7.812,13.184,22.461,-13.184,31.738
1533045071.020,6.836,25.391,28.320,-5.371,35.156
1533045071.024,11.230,59.082,21.484,4.395,40.039
1533045071.028,1.465,49.316,16.602,-8.301,-7.812
1533045071.032,-9.277,92.773,30.273,-17.090,20.996
1533045071.036,-4.883,22.461,25.391,-6.836,48.828
1533045071.040,3.906,-30.273,23.438,-3.906,27.832
1533045071.044,12.207,106.445,38.574,-5.859,52.246
1533045071.047,16.113,128.418,42.480,3.418,65.918
1533045071.051,19.043,76.660,39.551,10.742,1.953
1533045071.055,14.648,17.090,29.297,2.930,-26.367
1533045071.059,12.207,1.465,24.414,-5.859,-29.785
1533045071.063,20.996,84.473,36.621,-4.883,22.461
1533045071.067,20.508,105.469,29.785,-1.465,119.141
1533045071.071,22.461,52.246,25.879,8.301,68.359
1533045071.075,22.949,15.625,31.738,10.254,69.336
1533045071.079,17.578,-30.762,13.672,4.395,98.633
1533045071.083,21.484,36.621,18.555,4.883,43.457
1533045071.087,22.949,104.004,29.297,9.766,15.137
1533045071.090,15.625,96.191,25.879,9.766,71.777
1533045071.094,13.184,34.668,11.719,8.301,105.469
1533045071.098,8.789,-8.789,9.277,4.395,51.270
1533045071.102,20.996,53.223,24.414,7.324,41.016
1533045071.106,29.785,78.125,27.344,13.184,44.434
1533045071.110,17.578,65.430,21.484,8.789,41.504
1533045071.114,22.949,37.598,16.602,12.695,42.969
1533045071.118,23.926,-28.809,15.625,15.137,26.367
1533045071.122,32.715,-1.465,23.438,16.602,24.414
1533045071.126,37.109,74.707,28.809,20.996,5.371
1533045071.130,26.367,76.172,28.320,20.020,18.555
1533045071.133,25.391,43.457,23.438,19.043,35.156
1533045071.137,25.879,-5.859,18.066,15.625,9.277
1533045071.141,28.809,21.973,20.508,15.137,25.879
1533045071.145,38.574,65.918,27.832,20.508,4.395
1533045071.149,36.621,58.105,36.621,22.461,36.621
1533045071.153,23.438,11.719,25.879,15.625,13.184
1533045071.157,19.531,-10.742,18.555,13.184,-6.348
1533045071.161,27.832,23.438,26.855,19.043,26.855
1533045071.165,39.062,36.133,25.391,28.320,6.348
1533045071.169,31.250,33.203,22.461,24.902,30.762
1533045071.172,23.926,48.340,21.973,19.043,43.945
1533045071.176,26.855,-19.043,14.160,16.602,36.133
1533045071.180,27.344,-75.684,5.859,4.883,8.301
1533045071.184,33.203,59.082,19.531,8.789,23.438
1533045071.188,29.297,121.094,29.785,24.414,54.199
1533045071.192,20.996,76.660,33.203,24.414,8.789
1533045071.196,16.602,17.090,27.344,22.461,-14.160
1533045071.200,21.973,-3.906,19.531,17.090,-25.879
1533045071.204,31.738,47.852,29.297,19.531,-57.617
1533045071.208,28.809,42.480,31.250,24.414,-36.621
1533045071.212,23.926,25.879,24.902,25.391,28.320
1533045071.215,25.391,-10.254,15.625,29.297,54.688
1533045071.219,20.020,-7.324,19.531,19.531,45.410
1533045071.223,24.414,68.359,35.156,22.949,30.273
1533045071.227,31.738,63.965,33.203,31.738,-6.836
1533045071.231,25.391,57.617,30.273,23.438,-33.691
1533045071.235,19.043,13.184,29.297,18.555,-9.766
1533045071.239,9.277,-41.016,27.832,17.090,7.812
1533045071.243,10.254,50.293,35.156,16.602,16.602
1533045071.247,17.578,85.449,35.156,24.414,-1.953
1533045071.251,13.184,59.082,38.574,31.250,-29.297
1533045071.255,10.254,23.926,33.691,24.414,17.090
1533045071.258,12.695,-15.137,33.691,18.555,62.988
1533045071.262,20.996,-1.953,32.227,18.555,25.391
1533045071.266,23.438,52.734,28.320,24.902,53.223
1533045071.270,17.090,82.031,28.320,24.902,27.344
1533045071.274,14.160,51.270,21.973,20.020,-31.250
1533045071.278,16.113,-41.504,20.996,15.625,38.574
1533045071.282,13.672,-0.488,28.320,9.277,79.102
1533045071.286,28.320,102.051,36.621,21.484,86.426
1533045071.290,44.434,68.848,33.203,37.598,48.828
1533045071.294,15.137,37.598,41.016,23.926,35.156
1533045071.297,-0.488,9.277,39.551,12.207,73.242
1533045071.301,21.484,20.996,40.527,26.855,105.469
1533045071.305,35.156,21.973,32.227,33.691,51.758
1533045071.309,20.996,32.715,20.996,20.996,25.879
1533045071.313,14.648,44.922,29.297,20.020,10.742
1533045071.317,21.484,-1.953,28.809,24.902,17.090
1533045071.321,20.996,-5.859,27.344,21.973,48.340
1533045071.325,26.855,65.918,40.527,27.832,52.734
1533045071.329,35.645,94.238,42.480,29.785,91.797
1533045071.333,32.227,58.594,32.715,27.344,41.504
1533045071.337,20.996,-9.766,22.949,20.020,21.973
1533045071.340,25.879,-13.672,25.391,16.113,32.227
1533045071.344,36.133,54.688,34.668,19.531,63.965
1533045071.348,29.297,40.039,26.855,20.996,66.406
1533045071.352,24.414,2.441,19.531,17.578,0.488
1533045071.356,20.996,-49.805,15.625,10.742,9.766
1533045071.360,21.973,-113.770,11.719,4.395,-3.418
1533045071.364,27.344,20.508,26.367,6.836,26.855
1533045071.368,32.227,115.234,39.062,15.137,75.195
1533045071.372,32.715,72.266,29.297,17.090,36.133
1533045071.376,24.414,-10.742,19.043,18.555,-26.855
1533045071.379,15.625,-52.734,16.113,9.277,-54.688
1533045071.383,23.926,27.344,27.832,10.254,-55.664
1533045071.387,28.809,74.707,41.016,18.066,13.184
1533045071.391,28.320,72.266,36.621,17.090,85.449
1533045071.395,22.949,4.395,27.344,15.137,62.988
1533045071.399,13.184,-58.105,29.297,13.672,16.602
1533045071.403,21.484,1.465,36.621,11.719,5.371
1533045071.407,10.742,58.105,28.320,9.277,17.578
1533045071.411,10.254,47.363,21.484,8.301,-14.160
1533045071.415,16.113,3.418,27.344,16.602,-44.434
1533045071.419,10.742,-64.941,20.020,7.812,2.930
1533045071.422,23.438,17.578,33.203,8.789,44.434
1533045071.426,30.762,90.820,40.527,20.020,29.785
1533045071.430,18.066,53.223,24.902,15.137,-21.484
1533045071.434,17.578,7.812,31.250,20.996,-25.879
1533045071.438,13.184,-2.441,28.320,20.020,22.461
1533045071.442,10.742,46.387,20.996,10.742,92.773
1533045071.446,23.926,37.109,20.020,12.695,110.352
1533045071.450,21.484,19.043,20.508,19.043,50.781
1533045071.454,20.020,28.809,24.414,16.113,-14.648
1533045071.458,18.066,-2.441,24.414,10.742,-3.906
1533045071.462,18.555,12.695,20.508,11.230,-17.578
1533045071.465,20.020,72.266,23.926,18.066,36.621
1533045071.469,13.672,54.199,20.996,15.137,37.109
1533045071.473,15.625,38.574,13.672,10.254,-0.977
1533045071.477,17.578,-40.527,14.160,13.184,63.477
1533045071.481,18.066,-48.340,23.926,9.766,80.078
1533045071.485,27.344,40.527,28.809,15.137,-29.297
1533045071.489,22.949,32.227,26.367,14.648,13.672
1533045071.493,16.113,12.207,25.879,12.695,85.449
1533045071.497,14.160,-68.848,10.254,10.254,-5.371
1533045071.501,11.719,-64.941,14.648,1.465,-1.953
1533045071.504,21.973,66.895,30.762,8.789,37.109
1533045071.508,26.855,68.848,18.555,22.461,25.391
1533045071.512,15.137,35.156,11.719,20.020,5.371
1533045071.516,5.371,-9.766,17.090,10.742,-2.441
1533045071.520,11.230,-12.695,23.438,16.602,31.250
1533045071.524,21.484,33.203,24.902,23.438,41.504
1533045071.528,27.344,36.133,25.391,15.625,-6.348
1533045071.532,21.484,45.898,29.785,12.207,21.973
1533045071.536,17.578,-1.953,24.414,18.066,30.762
1533045071.540,18.555,-51.270,21.484,17.578,13.184
1533045071.544,24.902,4.395,27.344,13.184,71.289
1533045071.547,23.926,20.996,26.855,14.648,52.734
1533045071.551,17.090,41.992,27.344,13.672,50.781
1533045071.555,16.113,8.789,20.508,12.207,76.660
1533045071.559,13.184,-51.270,9.277,6.836,1.953
1533045071.563,18.066,25.391,22.461,8.789,2.441
1533045071.567,25.391,62.500,34.180,19.531,71.289
1533045071.571,23.438,56.641,30.762,23.438,39.062
1533045071.575,21.973,8.789,21.973,20.996,51.758
1533045071.579,15.625,-73.242,16.113,5.371,13.184
1533045071.583,15.625,16.602,28.320,-2.441,34.180
1533045071.587,23.438,56.152,31.738,11.719,97.168
1533045071.590,19.531,37.598,30.762,22.461,63.965
1533045071.594,14.160,48.340,31.738,20.508,56.152
1533045071.598,15.625,-44.922,27.832,7.324,26.855
1533045071.602,20.996,-34.180,28.320,3.906,-2.930
1533045071.606,25.391,62.012,29.785,14.160,-29.785
1533045071.610,30.273,88.867,31.738,20.996,0.977
1533045071.614,28.809,42.480,24.902,16.602,-29.297
1533045071.618,19.043,-2.441,23.438,10.742,-15.137
1533045071.622,21.484,18.066,26.855,8.789,20.020
1533045071.626,27.344,60.059,29.297,15.625,18.555
1533045071.629,18.555,56.152,27.344,16.602,24.902
1533045071.633,18.066,14.160,23.438,13.184,13.184
1533045071.637,23.926,-60.059,18.066,14.160,-7.812
1533045071.641,25.391,-30.273,17.578,11.230,-15.625
1533045071.645,29.297,93.262,38.086,14.648,28.320
1533045071.649,19.531,99.121,39.551,14.648,62.988
1533045071.653,14.648,65.918,22.461,12.207,68.848
1533045071.657,11.719,15.625,24.902,11.719,77.148
1533045071.661,14.160,-13.184,26.367,8.789,44.434
1533045071.665,24.902,48.828,30.273,17.090,19.043
1533045071.669,23.438,73.730,33.691,20.996,25.879
1533045071.672,17.090,43.945,26.855,15.625,3.418
1533045071.676,13.672,16.602,25.391,9.766,18.555
1533045071.680,13.672,-24.414,24.414,8.301,11.230
1533045071.684,20.020,16.113,31.738,8.789,21.973
1533045071.688,28.320,81.543,36.133,12.207,63.477
1533045071.692,22.949,61.523,29.785,16.602,6.836
1533045071.696,20.996,-22.949,19.043,18.066,-58.594
1533045071.700,23.438,-37.109,15.625,16.113,-64.941
1533045071.704,33.691,45.410,28.320,18.555,35.156
1533045071.708,43.945,64.941,30.762,26.367,44.434
1533045071.712,37.109,56.152,31.738,18.066,41.504
1533045071.715,33.203,0.977,28.320,12.695,116.699
1533045071.719,31.738,-38.574,28.809,14.648,102.051
1533045071.723,28.320,43.945,47.852,14.160,68.848
1533045071.727,35.645,37.109,40.527,16.113,21.973
1533045071.731,33.203,38.574,39.551,25.391,7.812
1533045071.735,19.531,27.344,45.410,22.949,35.645
1533045071.739,14.648,-55.664,35.156,13.672,24.902
1533045071.743,22.461,17.090,41.016,19.043,4.883
1533045071.747,30.762,85.449,40.527,28.320,-30.762
1533045071.751,21.484,87.402,40.039,30.762,17.578
1533045071.754,17.578,49.805,35.156,28.320,63.477
1533045071.758,18.555,0.977,28.809,26.367,47.363
1533045071.762,22.461,31.738,41.016,29.297,64.453
1533045071.766,22.461,61.523,41.504,29.297,48.828
1533045071.770,23.926,55.176,35.645,29.297,-17.090
1533045071.774,27.832,14.160,36.621,24.902,-1.953
1533045071.778,20.508,-15.625,32.715,17.578,28.320
1533045071.782,18.555,22.461,40.039,16.602,10.742
1533045071.786,20.996,61.523,51.270,20.996,38.086
1533045071.790,19.531,55.664,50.781,21.484,46.387
1533045071.794,23.438,30.273,47.852,22.949,38.086
1533045071.797,28.809,-6.836,38.086,38.086,21.484
1533045071.801,29.785,-1.953,38.086,32.715,-2.441
1533045071.805,23.438,41.992,52.734,17.090,-16.113
1533045071.809,11.719,37.598,43.945,7.324,-21.973
1533045071.813,2.441,26.855,35.645,1.465,2.441
1533045071.817,-1.465,-7.324,42.969,9.766,29.785
